"","ID","Post_URL","Img_URL","Likes","Owner","Text","Date","Comments","Type"
"1","CUs9-tMJH_B","http://instagram.com/p/CUs9-tMJH_B","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244514706_628647514784158_5039441597203165825_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=yDaxM36kRBYAX8Tdvju&edm=ABZsPhsBAAAA&ccb=7-4&oh=bc5a2d27bb8c801c911a229f3925f7d0&oe=6164A65B&_nc_sid=4efc9f","0","39230473487","Hoje deu início a primeira turma de Orientação Profissional do Aroldo mediada pela psicóloga @nataliaolinto.psicologa.  #psicologia #educação #psicologiaescolar #seduc","2021-10-06 18:41:31","0","GraphImage"
"2","CUs9-H-LKQj","http://instagram.com/p/CUs9-H-LKQj","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244489407_607260870637769_1529685459220977196_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Cg19ONChdW8AX_d9Ns_&edm=ABZsPhsBAAAA&ccb=7-4&oh=f841acda62b10c4d078a306b8d270989&oe=61657A49&_nc_sid=4efc9f","0","49962088831","¿Qué es un grupo de apoyo? Es una experiencia compartida para trabajar con la dificultades, desarrollar habilidades y sentir que uno no está solo en el proceso.  #grupodeapoyo #grupodeautoayuda #terapiadegrupo #psicologia #acompañamiento #apoyosocial #psicoterapia #saludintegral #apoyoemocional #emociones #acompañamientosocial #empatia #emociones","2021-10-06 18:41:27","0","GraphImage"
"3","CUs99tBPSL_","http://instagram.com/p/CUs99tBPSL_","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244455593_1208571756330517_7438127182278775376_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=MpPwCKLJo7EAX8THkvQ&edm=ABZsPhsBAAAA&ccb=7-4&oh=eb6cdd4d4956cc4a14d6faeb383204bd&oe=6164E011&_nc_sid=4efc9f","0","32165639209","Outubro Rosa.  Uma causa para um ato tão importante que é o autocuidado. Se ame, faça a prevenção! Realize periodicamente os exames de rotina e busque sempre ter hábitos saudáveis.   #psicologia #prevenção #outubrorosa  #autocuidado #mulher","2021-10-06 18:41:23","0","GraphSidecar"
"4","CUs972mFxgn","http://instagram.com/p/CUs972mFxgn","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244677077_1293329131122233_2239948190430432328_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=PxD0yM0n9jsAX_T2Xf_&edm=ABZsPhsBAAAA&ccb=7-4&oh=2ccf50d5e91e06e2f2e50d97310f3370&oe=61650F4E&_nc_sid=4efc9f","0","1718665619","""A sua liberdade de expressão se limita quando você decide ser aquilo que agrada as pessoas e não aquilo que de fato você realmente é."" @odabliox @afrasedafase   Quando decidimos viver para agradar aos outros reivindicamos o direito de sermos felizes, e isso enfraquece a nossa vontade de viver.  Procure ajudar as pessoas da melhor forma que você puder, mas antes de qualquer coisa, faça o que te faz feliz, viva por você, porque amores e  amizades, isso passa..., estude, trabalhe, seja independente.   E acima de qualquer coisa SEJA CONSCIENTE. A consciência te torna capaz. Tenha orgulho de ser quem você é. Você é forte, é guerreiro, não permita que o mundo mude o ser modo de ser e de agir.   Mantenha a sua essência! Você é maior e mais forte do que pensa! Acredite nisso!  #afrasedafase #odabliox #frasedanoite #frasesepensamentos #motivacao #brasil #frasestristes #frasespositivas #frasesinstagram #inspira #textos #poemas #frasesparacompartilhar #frasesparareflexionar #escritos #fe #paz #felicidade #instagood #frasessad #frasessabias #instafrases #versos #gratidao #positividade #like #reflexoes #tumblr #psicologia","2021-10-06 18:41:08","0","GraphImage"
"5","CUs966qgztc","http://instagram.com/p/CUs966qgztc","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244773086_936831776911624_3815945591321285433_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=4ueT5RdAi5UAX8zGyUF&edm=ABZsPhsBAAAA&ccb=7-4&oh=8227ab985d0cab926c91530d529c48f8&oe=6165E658&_nc_sid=4efc9f","0","320492279","Meus amigos preciso que vcs me ajude a chegar a 10mil  Reny Neves  Siga .❤🙏❤🙏❤🙏❤🙏❤🙏   ⬇️Juntos somos mais fortes⬇️ 🔁 Compartilhe 🔖 Salve  📌 Marque todos os seus amigos ❤️ Curta as fotos 💬 Comente, deixe sua opinião ✅ Siga se ainda não estiver seguindo . SIGA MEU INSTAGRAM  #mensagensdebomdia  #mensagensdiárias #mensagensdereflexão #mensagensdeotimismo #mensagensdeconfiança #mensagensdesaudades #mensagensdepaz  #mensagensdeperdão #deusfazmilagres #frasesdefé  #palavradeconfiança #EuLutoEleVence #CancaoNova #Deus #Jesus #Cura #autoajuda  #autoconhecimento #autoestima #psicologia #amorproprio #frases #ansiedade #motiva #espiritualidade  #sucesso #felicidade  #desenvolvimentopessoal","2021-10-06 18:41:00","0","GraphImage"
"6","CUs96sdJSuM","http://instagram.com/p/CUs96sdJSuM","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/244531091_551143002785600_223378907167335925_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=z86u0SMZpggAX_7QoxC&edm=ABZsPhsBAAAA&ccb=7-4&oh=2bc474075d5940eab2fc780301199e3e&oe=6164760D&_nc_sid=4efc9f","0","27452246384","🎀É pouco comum o câncer de mama se manifestar durante a gestação, mas existem casos em que o diagnóstico ocorre neste momento, 3% dos casos de câncer de mama foram diagnosticados durante a gravidez ou até um ano após o nascimento da criança.  🎀O diagnóstico precoce desempenha um papel muito importante, pois durante o período de pré-natal os médicos podem acompanhar a saúde da mulher de uma forma mais apurada. Além disso, se o câncer for diagnosticado durante a gestação, é possível avaliar a melhor forma de realizar o tratamento sem causar danos ao desenvolvimento do feto, para isto é necessário uma avaliação individual de cada caso. 🎀Em qualquer etapa da vida, o diagnóstico precoce é fundamental, e durante a gravidez o cuidado com as mamas não pode ser esquecido. Qualquer alteração notada deve ser informada ao obstetra ou ao ginecologista.  🎀Cuide-se sempre. 🎀 ❤️Proteja quem você ama.❤️  Fonte: FEMAMA - Federação Brasileira de Instituições Filantrópicas de Apoio à Saúde da Mama  #prevencao #cancerdemama #psicóloga #psicologiamaterna #psicologarionegro #psicologamafra #tratamento #psicologia #autocuidado","2021-10-06 18:40:59","0","GraphImage"
"7","CUs94DrFRCK","http://instagram.com/p/CUs94DrFRCK","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/244462512_358084075862255_3339548737292538150_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=oeTbH8PBwPIAX_DcQsq&edm=ABZsPhsBAAAA&ccb=7-4&oh=1bc9259d02c14ea426adeee077108fcc&oe=61604DA6&_nc_sid=4efc9f","0","13108655801","Aproveite e encaminhe para alguém que precise ouvir essas dicas!  📍Rua Barão de Melgaço nº 4700 - Centro - Rolim de Moura/Rondônia  🖥️Acesse: www.psicologaangraluchi.com.br  🔸Contatos 📲(69)98417-4424 📞(69)3442-5684  #rolimdemoura #rondonia #altaflorestadoestero #psicologaangra #psi #psicologia #terapia #amorproprio #autoconhecimento #terapiaonline #autocuidado #saudemental #prioridades #mae #autoestima #terapiainfantil #relacaoabusiva #relacaosaudavel #voceespecia #paciencia #amorproprio #autoconhecimento #autismo#reconhcaseuvalor #psicoterapia","2021-10-06 18:40:54","0","GraphVideo"
"8","CUs954qAsR-","http://instagram.com/p/CUs954qAsR-","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244431675_4484336028295118_235800527023110684_n.webp.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=HwDxVYkdlnkAX-QZNif&edm=ABZsPhsBAAAA&ccb=7-4&oh=42141287287f5195f263db41f8e66156&oe=61659874&_nc_sid=4efc9f","0","34122126773","Outubro rosa   #m #instagood #setoque #as #qualidadedevida #cuidese #gratidao #modafeminina #outubrorosaeuapoio #outubrorosabrasil #ncia #quimioterapia #moda #pinkoctober #riodejaneiro #beleza #breastcancer #instagram #amorproprio #psicologia #ncer #secuide #for #seame #tbt #mamografia #cancertemcura #fitness #bomdia #like","2021-10-06 18:40:52","0","GraphImage"
"9","CUs9h3vKtiq","http://instagram.com/p/CUs9h3vKtiq","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/e35/244577699_1215967182241999_1748898264985754983_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=_8eMThqkpsgAX9LrkX4&edm=ABZsPhsBAAAA&ccb=7-4&oh=c8aaa18aac0b30889cf1687e4f6e494c&oe=61602162&_nc_sid=4efc9f","0","2075067097","Dicas de algumas atividades físicas que ajudam no combate ou no tratamento da ansiedade e depressão!  Você faz alguma atividade? Se sim, qual? 🤔😄 Cuide-se!  #depressao #ansiedade #psicologia #psicanalise #saudemental #atividadesfisicas","2021-10-06 18:40:45","0","GraphVideo"
"10","CUs94TlhZx6","http://instagram.com/p/CUs94TlhZx6","https://instagram.fslz6-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/244470817_1029609747580706_6984291495109817696_n.jpg?_nc_ht=instagram.fslz6-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=nz2sZ_tt4aYAX-scgSI&edm=ABZsPhsBAAAA&ccb=7-4&oh=636988afc12f59fda50cb7a94d8c0e04&oe=61653AB8&_nc_sid=4efc9f","0","49961552821","Se você ainda não me conhece, muito prazer, Sabrina Marques.   Estou no istagram com a missão de fazer com que você me conheça melhor, se o meu conteudo foi/é interssante para você então me segue que eu tenho muitas novidade para trazer aqui para o instagram.  Não deixe de curtir essa foto e comentar.   Tag: #psicologa #psicologamanaus #psicólogamanaus #psicologamanausam #psicologia #psicologiaclinica #avaliacaopsicologica #avaliaçãopsicológica","2021-10-06 18:40:39","0","GraphImage"
